geo_join_id,neighborhood,data_value,message
404,Bayside - Little Neck,4.4,
203,Bedford Stuyvesant - Crown Heights,33.9,
209,Bensonhurst - Bay Ridge,4.7,
206,Borough Park,3,
208,Canarsie - Flatlands,19.8,
302,Central Harlem - Morningside Heights,39.2,
306,Chelsea - Clinton,9.4,
210,Coney Island - Sheepshead Bay,6.7,
105,Crotona -Tremont,32.5,
202,Downtown - Heights - Slope,12.5,
207,East Flatbush - Flatbush,27.6,
303,East Harlem,36.9,
204,East New York,34.4,
403,Flushing - Clearview,8.5,
103,Fordham - Bronx Pk,39.1,
406,Fresh Meadows,13.8,
307,Gramercy Park - Murray Hill,9,
201,Greenpoint,4.8,
308,Greenwich Village - SoHo,1.5,
106,High Bridge - Morrisania,39.4,
107,Hunts Point - Mott Haven,40.7,
408,Jamaica,18,
101,Kingsbridge - Riverdale,15.1,
401,Long Island City - Astoria,6.4,
310,Lower Manhattan,5.8,
102,Northeast Bronx,33.3,
104,Pelham - Throgs Neck,28.7,
501,Port Richmond,24.7,
405,Ridgewood - Forest Hills,10,
410,Rockaways,11,
504,South Beach - Tottenville,5.1,
409,Southeast Queens,16.1,
407,Southwest Queens,11.3,
502,Stapleton - St. George,15,
205,Sunset Park,6.3,
309,Union Square - Lower East Side,15.5,
305,Upper East Side,5.6,
304,Upper West Side,6.6,
301,Washington Heights,19.7,
402,West Queens,9,
211,Williamsburg - Bushwick,20.5,
503,Willowbrook,5.6,
