start_date,time,geo_join_id,neighborhood,data_value,message
2011-01-01,2011,101,Kingsbridge - Riverdale,1.6,
2005-01-01,2005,101,Kingsbridge - Riverdale,2.9,
2011-01-01,2011,102,Northeast Bronx,1.4,
2005-01-01,2005,102,Northeast Bronx,2.8,
2005-01-01,2005,103,Fordham - Bronx Pk,2.7,
2011-01-01,2011,103,Fordham - Bronx Pk,1.6,
2005-01-01,2005,104,Pelham - Throgs Neck,2.7,
2011-01-01,2011,104,Pelham - Throgs Neck,1.3,
2005-01-01,2005,105,Crotona -Tremont,3,
2011-01-01,2011,105,Crotona -Tremont,1.6,
2011-01-01,2011,106,High Bridge - Morrisania,1.6,
2005-01-01,2005,106,High Bridge - Morrisania,3,
2011-01-01,2011,107,Hunts Point - Mott Haven,1.4,
2005-01-01,2005,107,Hunts Point - Mott Haven,2.8,
2005-01-01,2005,201,Greenpoint,3.7,
2011-01-01,2011,201,Greenpoint,1.6,
2011-01-01,2011,202,Downtown - Heights - Slope,1.7,
2005-01-01,2005,202,Downtown - Heights - Slope,3.7,
2005-01-01,2005,203,Bedford Stuyvesant - Crown Heights,2.5,
2011-01-01,2011,203,Bedford Stuyvesant - Crown Heights,1.3,
2005-01-01,2005,204,East New York,2.3,
2011-01-01,2011,204,East New York,1.4,
2005-01-01,2005,205,Sunset Park,3.2,
2011-01-01,2011,205,Sunset Park,1.3,
2005-01-01,2005,206,Borough Park,2.5,
2011-01-01,2011,206,Borough Park,1.5,
2005-01-01,2005,207,East Flatbush - Flatbush,2.3,
2011-01-01,2011,207,East Flatbush - Flatbush,1.4,
2011-01-01,2011,208,Canarsie - Flatlands,1.1,
2005-01-01,2005,208,Canarsie - Flatlands,2.4,
2005-01-01,2005,209,Bensonhurst - Bay Ridge,2.8,
2011-01-01,2011,209,Bensonhurst - Bay Ridge,1.6,
2011-01-01,2011,210,Coney Island - Sheepshead Bay,1.7,
2005-01-01,2005,210,Coney Island - Sheepshead Bay,2.4,
2011-01-01,2011,211,Williamsburg - Bushwick,1.4,
2005-01-01,2005,211,Williamsburg - Bushwick,2.8,
2005-01-01,2005,301,Washington Heights,4.1,
2011-01-01,2011,301,Washington Heights,2.4,
2011-01-01,2011,302,Central Harlem - Morningside Heights,2.1,
2005-01-01,2005,302,Central Harlem - Morningside Heights,3.9,
2005-01-01,2005,303,East Harlem,4.2,
2011-01-01,2011,303,East Harlem,2.1,
2005-01-01,2005,304,Upper West Side,3.9,
2011-01-01,2011,304,Upper West Side,2.4,
2005-01-01,2005,305,Upper East Side,4.5,
2011-01-01,2011,305,Upper East Side,2.5,
2005-01-01,2005,306,Chelsea - Clinton,4.9,
2011-01-01,2011,306,Chelsea - Clinton,3.1,
2011-01-01,2011,307,Gramercy Park - Murray Hill,2.8,
2005-01-01,2005,307,Gramercy Park - Murray Hill,5.3,
2011-01-01,2011,308,Greenwich Village - SoHo,2.6,
2005-01-01,2005,308,Greenwich Village - SoHo,4.7,
2011-01-01,2011,309,Union Square - Lower East Side,2.3,
2005-01-01,2005,309,Union Square - Lower East Side,5,
2005-01-01,2005,310,Lower Manhattan,6.3,
2011-01-01,2011,310,Lower Manhattan,2.1,
2011-01-01,2011,401,Long Island City - Astoria,1.8,
2005-01-01,2005,401,Long Island City - Astoria,2.7,
2005-01-01,2005,402,West Queens,2.2,
2011-01-01,2011,402,West Queens,1.6,
2005-01-01,2005,403,Flushing - Clearview,1.9,
2011-01-01,2011,403,Flushing - Clearview,1.4,
2005-01-01,2005,404,Bayside - Little Neck,1.9,
2011-01-01,2011,404,Bayside - Little Neck,1.2,
2005-01-01,2005,405,Ridgewood - Forest Hills,2,
2011-01-01,2011,405,Ridgewood - Forest Hills,1.5,
2011-01-01,2011,406,Fresh Meadows,1.3,
2005-01-01,2005,406,Fresh Meadows,1.7,
2005-01-01,2005,407,Southwest Queens,1.8,
2011-01-01,2011,407,Southwest Queens,1.4,
2005-01-01,2005,408,Jamaica,1.8,
2011-01-01,2011,408,Jamaica,1.3,
2005-01-01,2005,409,Southeast Queens,1.8,
2011-01-01,2011,409,Southeast Queens,1.1,
2005-01-01,2005,410,Rockaways,1.4,
2011-01-01,2011,410,Rockaways,0.8,
2005-01-01,2005,501,Port Richmond,2.5,
2011-01-01,2011,501,Port Richmond,1.2,
2005-01-01,2005,502,Stapleton - St. George,1.3,
2011-01-01,2011,502,Stapleton - St. George,1.1,
2005-01-01,2005,503,Willowbrook,1.6,
2011-01-01,2011,503,Willowbrook,1.1,
2005-01-01,2005,504,South Beach - Tottenville,1.1,
2011-01-01,2011,504,South Beach - Tottenville,1,
