geo_join_id,neighborhood,data_value,message
404,Bayside - Little Neck,11.7,
203,Bedford Stuyvesant - Crown Heights,22.3,
209,Bensonhurst - Bay Ridge,14.2,
206,Borough Park,16.1,
208,Canarsie - Flatlands,18.3,
302,Central Harlem - Morningside Heights,20.2,
306,Chelsea - Clinton,11.7,
210,Coney Island - Sheepshead Bay,20,
105,Crotona -Tremont,23.3,
202,Downtown - Heights - Slope,14.4,
207,East Flatbush - Flatbush,18.3,
303,East Harlem,25.5,
204,East New York,22.8,
403,Flushing - Clearview,12.8,
103,Fordham - Bronx Pk,21.2,
406,Fresh Meadows,11.7,
307,Gramercy Park - Murray Hill,12,
201,Greenpoint,15.9,
308,Greenwich Village - SoHo,8.3,
106,High Bridge - Morrisania,23.5,
107,Hunts Point - Mott Haven,24.3,
408,Jamaica,19.4,
101,Kingsbridge - Riverdale,18.2,
401,Long Island City - Astoria,14.7,
310,Lower Manhattan,10.9,
102,Northeast Bronx,18.5,
104,Pelham - Throgs Neck,19.2,
501,Port Richmond,17.9,
405,Ridgewood - Forest Hills,14.5,
410,Rockaways,21,
504,South Beach - Tottenville,15.6,
409,Southeast Queens,17.3,
407,Southwest Queens,18.5,
502,Stapleton - St. George,19.1,
205,Sunset Park,12.4,
309,Union Square - Lower East Side,15.6,
305,Upper East Side,11,
304,Upper West Side,12.3,
301,Washington Heights,17.1,
402,West Queens,12.7,
211,Williamsburg - Bushwick,21,
503,Willowbrook,16.8,
