geo_join_id,neighborhood,data_value,message
404,Bayside - Little Neck,13,
203,Bedford Stuyvesant - Crown Heights,15.9,
209,Bensonhurst - Bay Ridge,23.8,
206,Borough Park,12.6,
208,Canarsie - Flatlands,10.2,Estimate is based on small numbers so should be interpreted with caution.
302,Central Harlem - Morningside Heights,14.4,
306,Chelsea - Clinton,24.1,
210,Coney Island - Sheepshead Bay,15,
105,Crotona -Tremont,11.2,
202,Downtown - Heights - Slope,34.3,
207,East Flatbush - Flatbush,12.9,
303,East Harlem,15.7,Estimate is based on small numbers so should be interpreted with caution.
204,East New York,12,
403,Flushing - Clearview,11.1,Estimate is based on small numbers so should be interpreted with caution.
103,Fordham - Bronx Pk,10.2,
406,Fresh Meadows,13,
307,Gramercy Park - Murray Hill,19.9,
201,Greenpoint,36.5,Estimate is based on small numbers so should be interpreted with caution.
308,Greenwich Village - SoHo,24.1,
106,High Bridge - Morrisania,11.2,
107,Hunts Point - Mott Haven,11.2,
408,Jamaica,12.2,Estimate is based on small numbers so should be interpreted with caution.
101,Kingsbridge - Riverdale,15.1,Estimate is based on small numbers so should be interpreted with caution.
401,Long Island City - Astoria,18.5,
310,Lower Manhattan,29.7,
102,Northeast Bronx,7.3,Estimate is based on small numbers so should be interpreted with caution.
104,Pelham - Throgs Neck,12,
501,Port Richmond,9.5,
405,Ridgewood - Forest Hills,11.8,
410,Rockaways,16.9,Estimate is based on small numbers so should be interpreted with caution.
504,South Beach - Tottenville,14.5,
409,Southeast Queens,12.7,
407,Southwest Queens,18.9,
502,Stapleton - St. George,9.5,
205,Sunset Park,8.6,Estimate is based on small numbers so should be interpreted with caution.
309,Union Square - Lower East Side,29.7,
305,Upper East Side,19.9,
304,Upper West Side,29.6,
301,Washington Heights,14.2,
402,West Queens,15.6,
211,Williamsburg - Bushwick,20.3,
503,Willowbrook,12.6,
