report_id,title,indicator_id,data_field_name,indicator_name,measure_name,display_type,start_date,end_date,time_type,time,geo_entity_id,geo_join_id,geo_type,neighborhood,data_value,message
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,101,101,UHF42,Kingsbridge - Riverdale,73.6,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,102,102,UHF42,Northeast Bronx,78.6,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,103,103,UHF42,Fordham - Bronx Pk,57.7,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,104,104,UHF42,Pelham - Throgs Neck,71.4,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,105,105,UHF42,Crotona -Tremont,39.1,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,106,106,UHF42,High Bridge - Morrisania,36.9,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,107,107,UHF42,Hunts Point - Mott Haven,44.2,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,201,201,UHF42,Greenpoint,86.7,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,202,202,UHF42,Downtown - Heights - Slope,79.6,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,203,203,UHF42,Bedford Stuyvesant - Crown Heights,59.1,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,204,204,UHF42,East New York,57,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,205,205,UHF42,Sunset Park,74.3,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,206,206,UHF42,Borough Park,78.6,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,207,207,UHF42,East Flatbush - Flatbush,66.2,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,208,208,UHF42,Canarsie - Flatlands,78.1,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,209,209,UHF42,Bensonhurst - Bay Ridge,90.5,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,210,210,UHF42,Coney Island - Sheepshead Bay,84.9,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,211,211,UHF42,Williamsburg - Bushwick,55,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,301,301,UHF42,Washington Heights,58,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,302,302,UHF42,Central Harlem - Morningside Heights,53.4,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,303,303,UHF42,East Harlem,61.1,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,304,304,UHF42,Upper West Side,88.3,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,305,305,UHF42,Upper East Side,95,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,306,306,UHF42,Chelsea - Clinton,84,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,307,307,UHF42,Gramercy Park - Murray Hill,91.4,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,308,308,UHF42,Greenwich Village - SoHo,86.3,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,309,309,UHF42,Union Square - Lower East Side,64.5,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,310,310,UHF42,Lower Manhattan,83.9,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,401,401,UHF42,Long Island City - Astoria,86.1,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,402,402,UHF42,West Queens,78.1,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,403,403,UHF42,Flushing - Clearview,87.9,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,404,404,UHF42,Bayside - Little Neck,92.7,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,405,405,UHF42,Ridgewood - Forest Hills,89.3,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,406,406,UHF42,Fresh Meadows,86.9,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,407,407,UHF42,Southwest Queens,82.6,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,408,408,UHF42,Jamaica,77.2,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,409,409,UHF42,Southeast Queens,88.1,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,410,410,UHF42,Rockaways,77.5,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,501,501,UHF42,Port Richmond,79.5,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,502,502,UHF42,Stapleton - St. George,85.2,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,503,503,UHF42,Willowbrook,90.7,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2002-01-01,2002-12-31,year,2002,504,504,UHF42,South Beach - Tottenville,96.9,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,101,101,UHF42,Kingsbridge - Riverdale,80.6,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,102,102,UHF42,Northeast Bronx,77.9,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,103,103,UHF42,Fordham - Bronx Pk,64.4,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,104,104,UHF42,Pelham - Throgs Neck,78.1,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,105,105,UHF42,Crotona -Tremont,52.5,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,106,106,UHF42,High Bridge - Morrisania,45.4,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,107,107,UHF42,Hunts Point - Mott Haven,52.5,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,201,201,UHF42,Greenpoint,73.8,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,202,202,UHF42,Downtown - Heights - Slope,84,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,203,203,UHF42,Bedford Stuyvesant - Crown Heights,58,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,204,204,UHF42,East New York,67.6,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,205,205,UHF42,Sunset Park,82.5,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,206,206,UHF42,Borough Park,80.4,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,207,207,UHF42,East Flatbush - Flatbush,61.6,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,208,208,UHF42,Canarsie - Flatlands,81,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,209,209,UHF42,Bensonhurst - Bay Ridge,89.2,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,210,210,UHF42,Coney Island - Sheepshead Bay,86.5,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,211,211,UHF42,Williamsburg - Bushwick,64.8,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,301,301,UHF42,Washington Heights,59.8,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,302,302,UHF42,Central Harlem - Morningside Heights,58.2,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,303,303,UHF42,East Harlem,54.2,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,304,304,UHF42,Upper West Side,90.7,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,305,305,UHF42,Upper East Side,94.3,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,306,306,UHF42,Chelsea - Clinton,88.2,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,307,307,UHF42,Gramercy Park - Murray Hill,93.6,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,308,308,UHF42,Greenwich Village - SoHo,88.9,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,309,309,UHF42,Union Square - Lower East Side,75.9,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,310,310,UHF42,Lower Manhattan,87.4,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,401,401,UHF42,Long Island City - Astoria,84.5,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,402,402,UHF42,West Queens,77.3,
79,Climate and Health,88,Home88,Homes near structures rated good or excellent,Percent,,2005-01-01,2005-12-31,year,2005,403,403,UHF42,Flushing - Clearview,88,
