start_date,time,geo_join_id,neighborhood,data_value,message
2008-12-01,Annual Average 2009,101,Kingsbridge - Riverdale,11.03,
2009-12-01,Annual Average 2010,101,Kingsbridge - Riverdale,10.09,
2015-12-31,Annual Average 2016,101,Kingsbridge - Riverdale,7.5,
2010-12-01,Annual Average 2011,101,Kingsbridge - Riverdale,10.65,
2011-12-01,Annual Average 2012,101,Kingsbridge - Riverdale,9.27,
2012-12-01,Annual Average 2013,101,Kingsbridge - Riverdale,8.88,
2015-01-01,Annual Average 2015,101,Kingsbridge - Riverdale,9.17,
2017-01-01,Annual Average 2017,101,Kingsbridge - Riverdale,7.41,
2020-01-01,Annual Average 2020,101,Kingsbridge - Riverdale,5.89,
2013-12-01,Annual Average 2014,101,Kingsbridge - Riverdale,9,
2018-01-01,Annual Average 2018,101,Kingsbridge - Riverdale,6.95,
2019-01-01,Annual Average 2019,101,Kingsbridge - Riverdale,6.71,
2008-12-01,Annual Average 2009,102,Northeast Bronx,10.68,
2010-12-01,Annual Average 2011,102,Northeast Bronx,10.48,
2020-01-01,Annual Average 2020,102,Northeast Bronx,5.95,
2011-12-01,Annual Average 2012,102,Northeast Bronx,9.11,
2012-12-01,Annual Average 2013,102,Northeast Bronx,8.73,
2013-12-01,Annual Average 2014,102,Northeast Bronx,9,
2017-01-01,Annual Average 2017,102,Northeast Bronx,7.46,
2009-12-01,Annual Average 2010,102,Northeast Bronx,9.65,
2015-01-01,Annual Average 2015,102,Northeast Bronx,9.13,
2018-01-01,Annual Average 2018,102,Northeast Bronx,6.99,
2019-01-01,Annual Average 2019,102,Northeast Bronx,6.68,
2015-12-31,Annual Average 2016,102,Northeast Bronx,7.55,
2011-12-01,Annual Average 2012,103,Fordham - Bronx Pk,9.47,
2018-01-01,Annual Average 2018,103,Fordham - Bronx Pk,7.19,
2019-01-01,Annual Average 2019,103,Fordham - Bronx Pk,6.7,
2010-12-01,Annual Average 2011,103,Fordham - Bronx Pk,10.77,
2015-01-01,Annual Average 2015,103,Fordham - Bronx Pk,9.14,
2020-01-01,Annual Average 2020,103,Fordham - Bronx Pk,6,
2009-12-01,Annual Average 2010,103,Fordham - Bronx Pk,10.26,
2012-12-01,Annual Average 2013,103,Fordham - Bronx Pk,9.06,
2015-12-31,Annual Average 2016,103,Fordham - Bronx Pk,7.57,
2017-01-01,Annual Average 2017,103,Fordham - Bronx Pk,7.52,
2008-12-01,Annual Average 2009,103,Fordham - Bronx Pk,11.1,
2013-12-01,Annual Average 2014,103,Fordham - Bronx Pk,9.19,
2009-12-01,Annual Average 2010,104,Pelham - Throgs Neck,9.68,
2017-01-01,Annual Average 2017,104,Pelham - Throgs Neck,7.52,
2018-01-01,Annual Average 2018,104,Pelham - Throgs Neck,7,
2015-01-01,Annual Average 2015,104,Pelham - Throgs Neck,8.93,
2008-12-01,Annual Average 2009,104,Pelham - Throgs Neck,10.59,
2011-12-01,Annual Average 2012,104,Pelham - Throgs Neck,9.23,
2013-12-01,Annual Average 2014,104,Pelham - Throgs Neck,8.97,
2015-12-31,Annual Average 2016,104,Pelham - Throgs Neck,7.5,
2019-01-01,Annual Average 2019,104,Pelham - Throgs Neck,6.74,
2020-01-01,Annual Average 2020,104,Pelham - Throgs Neck,6.12,
2010-12-01,Annual Average 2011,104,Pelham - Throgs Neck,10.5,
2012-12-01,Annual Average 2013,104,Pelham - Throgs Neck,8.74,
2015-01-01,Annual Average 2015,105,Crotona -Tremont,9.67,
2015-12-31,Annual Average 2016,105,Crotona -Tremont,8.18,
2018-01-01,Annual Average 2018,105,Crotona -Tremont,7.53,
2019-01-01,Annual Average 2019,105,Crotona -Tremont,7.23,
2020-01-01,Annual Average 2020,105,Crotona -Tremont,6.28,
2008-12-01,Annual Average 2009,105,Crotona -Tremont,11.76,
2009-12-01,Annual Average 2010,105,Crotona -Tremont,10.99,
2013-12-01,Annual Average 2014,105,Crotona -Tremont,9.82,
2017-01-01,Annual Average 2017,105,Crotona -Tremont,8.16,
2011-12-01,Annual Average 2012,105,Crotona -Tremont,10.22,
2012-12-01,Annual Average 2013,105,Crotona -Tremont,9.75,
2010-12-01,Annual Average 2011,105,Crotona -Tremont,11.45,
2009-12-01,Annual Average 2010,106,High Bridge - Morrisania,11,
2015-12-31,Annual Average 2016,106,High Bridge - Morrisania,8.16,
2018-01-01,Annual Average 2018,106,High Bridge - Morrisania,7.68,
2019-01-01,Annual Average 2019,106,High Bridge - Morrisania,7.14,
2010-12-01,Annual Average 2011,106,High Bridge - Morrisania,11.44,
2011-12-01,Annual Average 2012,106,High Bridge - Morrisania,10.26,
2013-12-01,Annual Average 2014,106,High Bridge - Morrisania,9.87,
2015-01-01,Annual Average 2015,106,High Bridge - Morrisania,9.6,
2017-01-01,Annual Average 2017,106,High Bridge - Morrisania,8.16,
2020-01-01,Annual Average 2020,106,High Bridge - Morrisania,6.12,
2008-12-01,Annual Average 2009,106,High Bridge - Morrisania,11.8,
2012-12-01,Annual Average 2013,106,High Bridge - Morrisania,9.83,
2009-12-01,Annual Average 2010,107,Hunts Point - Mott Haven,10.48,
2010-12-01,Annual Average 2011,107,Hunts Point - Mott Haven,11.24,
2011-12-01,Annual Average 2012,107,Hunts Point - Mott Haven,10.02,
2012-12-01,Annual Average 2013,107,Hunts Point - Mott Haven,9.57,
2018-01-01,Annual Average 2018,107,Hunts Point - Mott Haven,7.85,
2019-01-01,Annual Average 2019,107,Hunts Point - Mott Haven,7.52,
2020-01-01,Annual Average 2020,107,Hunts Point - Mott Haven,6.36,
2015-01-01,Annual Average 2015,107,Hunts Point - Mott Haven,9.62,
2015-12-31,Annual Average 2016,107,Hunts Point - Mott Haven,8.26,
2008-12-01,Annual Average 2009,107,Hunts Point - Mott Haven,11.45,
2013-12-01,Annual Average 2014,107,Hunts Point - Mott Haven,9.75,
2017-01-01,Annual Average 2017,107,Hunts Point - Mott Haven,8.26,
2017-01-01,Annual Average 2017,201,Greenpoint,8.98,
2008-12-01,Annual Average 2009,201,Greenpoint,11.93,
2010-12-01,Annual Average 2011,201,Greenpoint,11.51,
2013-12-01,Annual Average 2014,201,Greenpoint,10.54,
2018-01-01,Annual Average 2018,201,Greenpoint,8.72,
2009-12-01,Annual Average 2010,201,Greenpoint,10.57,
