geo_join_id,neighborhood,data_value,message
404,Bayside - Little Neck,12.2,
203,Bedford Stuyvesant - Crown Heights,124.6,
209,Bensonhurst - Bay Ridge,16.8,
206,Borough Park,15.8,
208,Canarsie - Flatlands,61.4,
302,Central Harlem - Morningside Heights,193.1,
306,Chelsea - Clinton,53.6,
210,Coney Island - Sheepshead Bay,31.4,
105,Crotona -Tremont,167.2,
202,Downtown - Heights - Slope,46.4,
207,East Flatbush - Flatbush,84.2,
303,East Harlem,215.5,
204,East New York,118.4,
403,Flushing - Clearview,29.4,
103,Fordham - Bronx Pk,153.6,
406,Fresh Meadows,36.2,
307,Gramercy Park - Murray Hill,44.5,
201,Greenpoint,27.4,
308,Greenwich Village - SoHo,14.2,
106,High Bridge - Morrisania,188.6,
107,Hunts Point - Mott Haven,194.7,
408,Jamaica,69.6,
101,Kingsbridge - Riverdale,65.8,
401,Long Island City - Astoria,46.1,
310,Lower Manhattan,35.4,
102,Northeast Bronx,108.6,
104,Pelham - Throgs Neck,105.2,
501,Port Richmond,66.9,
405,Ridgewood - Forest Hills,32.2,
410,Rockaways,55,
504,South Beach - Tottenville,13.7,
409,Southeast Queens,39.5,
407,Southwest Queens,43,
502,Stapleton - St. George,49.5,
205,Sunset Park,34.4,
309,Union Square - Lower East Side,102.2,
305,Upper East Side,18.6,
304,Upper West Side,51.9,
301,Washington Heights,81.6,
402,West Queens,60.2,
211,Williamsburg - Bushwick,107.9,
503,Willowbrook,18.8,
